NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
307.185915	12.624034	306.319587	4.930633
307.229284	12.612069	306.363596	4.911251
307.270993	12.612069	306.407371	4.911251
307.308306	12.612069	306.444591	4.911251
307.349636	12.625565	306.501744	4.945064
307.392561	12.625565	306.540602	4.945064
307.429815	12.625565	306.576695	4.945064
307.469155	12.643315	306.618771	4.929403
307.513496	12.643315	306.661616	4.929403
307.551360	12.643315	306.698769	4.929403
307.590608	12.643315	306.768731	4.882938
307.632596	12.624698	306.809523	4.882938
307.675278	12.624698	306.847733	4.882938
307.712805	12.624698	306.891903	4.891820
307.755425	12.492587	306.936211	4.891820
307.797240	12.492587	306.975173	4.891820
307.834340	12.492587	307.048725	4.874951
307.878072	12.485921	307.088188	4.874951
307.920774	12.485921	307.124157	4.874951
307.960541	12.485921	307.166347	4.890954
308.000604	12.470706	307.208122	4.890954
308.045947	12.470706	307.245367	4.890954
308.085916	12.470706	307.313077	4.883813
308.158002	12.497060	307.353193	4.883813
308.198080	12.497060	307.389073	4.883813
308.237733	12.497060	307.433769	4.857621
308.279142	12.467823	307.476328	4.857621
308.321730	12.467823	307.513199	4.857621
308.360282	12.467823	307.578901	4.866285
308.399481	12.443288	307.618373	4.866285
308.440300	12.443288	307.654084	4.866285
308.479747	12.443288	307.698815	4.794727
308.517056	12.443288	307.737087	4.794727
308.559709	12.428605	307.776534	4.794727
308.601773	12.428605	307.821434	3.512588
308.640908	12.428605	307.861463	3.512588
308.683302	12.452184	307.933344	3.512588
308.725790	12.452184	307.974589	3.486357
308.763387	12.452184	308.019022	3.486357
308.805738	12.445753	308.061034	3.486357
308.845547	12.445753	308.104356	3.483337
308.887298	12.445753	308.144994	3.483337
308.925306	12.418120	308.183702	3.483337
308.970116	12.418120	308.225347	3.468000
309.009445	12.418120	308.266161	3.468000
309.079260	12.417382	308.303915	3.468000
309.121846	12.417382	308.340482	3.468000
309.159106	12.417382	308.384996	3.492056
309.202639	12.434304	308.426577	3.492056
309.245207	12.434304	308.466110	3.492056
309.311769	12.434304	308.542218	3.485004
309.356967	12.445453	308.579975	3.485004
309.394744	12.445453	308.620919	3.478502
309.432198	12.445453	308.661221	3.478502
309.476104	12.450812	308.700693	3.478502
309.516702	12.450812	308.739090	3.478502
309.579357	12.450812	308.786797	3.476190
309.624954	12.431021	308.825713	3.476190
309.663952	12.431021	308.902338	3.479640
309.706052	12.431021	308.943369	3.479640
309.746003	12.426899	308.984462	3.479640
309.812173	12.426899	309.029431	3.499684
309.852903	12.426899	309.071138	3.499684
309.894476	12.435200	309.112054	3.499684
309.937694	12.435200	309.151170	3.538966
309.975661	12.435200	309.195185	3.538966
310.046476	12.477158	309.235547	3.538966
310.089789	12.477158	309.273926	3.538966
310.127799	12.436555	309.321718	3.565240
310.172437	12.436555	309.359031	3.565240
310.210643	12.436555	309.433815	3.612510
310.281960	12.460420	309.476187	3.612510
310.325220	12.460420	309.513654	3.612510
310.361910	12.460420	309.576054	3.668197
310.407821	12.438406	309.617309	3.668197
310.450056	12.438406	309.654141	3.668197
310.513468	12.438406	309.694310	3.713087
310.561102	12.453758	309.737780	3.713087
310.598126	12.453758	309.775865	3.713087
310.637556	12.453758	309.841150	3.772660
310.681294	12.474540	309.883200	3.772660
310.722566	12.474540	309.919197	3.772660
310.781255	12.474540	309.964623	3.816077
310.824704	12.464675	310.005869	3.816077
310.863821	12.464675	310.074954	3.816077
310.905320	12.464675	310.118830	3.868569
310.947453	12.480580	310.156986	3.868569
311.015586	12.480580	310.198388	3.868569
311.056785	12.480580	310.246538	3.933477
311.098560	12.488816	310.282928	3.933477
311.138618	12.488816	310.320464	3.933477
311.178145	12.488816	310.367231	3.997107
311.249722	12.509744	310.407546	3.997107
311.291851	12.509744	310.466517	3.997107
311.331885	12.512115	310.511837	4.066454
311.377871	12.512115	310.550340	4.066454
311.417118	12.512115	310.591245	4.066454
311.486003	12.497790	310.634370	4.109872
311.528462	12.497790	310.703910	4.109872
311.564276	12.497790	310.740707	4.109872
311.610046	12.523556	310.790630	4.170564
311.650318	12.523556	310.831141	4.170564
311.718814	12.523556	310.871708	4.170564
311.765562	12.514942	310.915309	4.235905
311.803105	12.514942	310.983708	4.235905
311.844724	12.514942	311.028481	4.303106
311.886546	12.546425	311.068091	4.303106
311.954619	12.546425	311.108514	4.303106
311.994742	12.546425	311.148464	4.365053
312.035691	12.563467	311.222373	4.365053
312.076467	12.563467	311.260128	4.365053
312.118112	12.563467	311.300922	4.407355
312.157743	12.549573	311.341711	4.407355
312.200012	12.549573	311.378168	4.407355
312.237956	12.549573	311.420318	4.475300
312.299612	12.559190	311.462679	4.475300
312.343419	12.559190	311.503958	4.475300
312.379791	12.559190	311.564333	4.531349
312.425461	12.575897	311.604591	4.531349
312.466702	12.575897	311.642873	4.531349
312.534921	12.591769	311.683598	4.603042
312.578273	12.591769	311.724026	4.603042
312.614633	12.591769	311.766011	4.603042
312.656674	12.591769	311.809962	4.659637
312.696315	12.597607	311.857874	4.659637
312.767686	12.597607	311.897474	4.659637
312.807144	12.599427	311.933695	4.659637
312.852942	12.599427	311.976636	4.711375
312.891990	12.599427	312.023967	4.711375
312.936788	12.593077	312.062678	4.711375
312.976328	12.593077	312.140494	4.762386
313.020293	12.593077	312.179773	4.762386
313.058715	12.593077	312.223012	4.803187
313.110888	12.597412	312.265337	4.803187
313.149254	12.597412	312.304060	4.803187
313.190104	12.597412	312.368710	4.861286
313.233587	12.609090	312.413492	4.861286
313.276361	12.609090	312.456019	4.861286
313.317348	12.609090	312.496063	4.878671
313.358842	12.607265	312.535072	4.878671
313.398258	12.607265	312.573287	4.878671
313.438739	12.607265	312.616931	4.893932
313.478227	12.612127	312.656179	4.893932
313.517685	12.612127	312.720404	4.893932
313.557836	12.612127	312.760467	4.897900
313.596313	12.609425	312.803779	4.897900
313.644983	12.609425	312.846507	4.897900
313.685492	12.609425	312.888142	4.907018
313.724280	12.609425	312.931676	4.907018
313.770333	12.598492	312.969616	4.907018
313.806486	12.598492	313.007089	4.903290
313.845469	12.598492	313.050050	4.903290
313.911526	12.634540	313.088787	4.903290
313.951072	12.634540	313.126883	4.903290
313.991389	12.634540	313.171934	4.896337
314.035879	12.613524	313.214911	4.896337
314.073755	12.613524	313.252194	4.896337
314.116451	12.613524	313.316039	4.872532
314.160883	12.607535	313.355460	4.872532
314.199950	12.607535	313.393834	4.872532
314.239719	12.607535	313.437470	4.876509
314.280482	12.482052	313.476566	4.876509
314.326043	12.482052	313.515873	4.876509
314.363434	12.482052	313.558090	4.855290
314.425146	12.477335	313.599949	4.855290
314.467719	12.477335	313.670369	4.855290
314.503607	12.477335	313.713015	4.845503
314.549884	12.474658	313.755558	4.845503
314.590458	12.474658	313.797013	4.845503
314.656073	12.474658	313.839397	4.823693
314.699980	12.459935	313.878593	4.823693
314.737370	12.459935	313.916991	4.823693
314.775825	12.459935	313.958477	4.801130
314.822751	12.462812	314.002073	4.801130
314.864433	12.462812	314.040426	4.801130
314.924309	12.439355	314.077398	4.801130
314.966978	12.439355	314.118260	4.796640
315.005873	12.439355	314.158866	4.796640
315.043816	12.439355	314.197078	4.796640
315.088635	12.424265	314.243682	4.783827
315.127016	12.424265	314.284972	4.783827
315.170243	12.424265	314.350870	4.758869
315.210656	12.428760	314.393261	4.758869
315.275584	12.428760	314.431042	4.758869
315.316610	12.428760	314.472338	4.758869
315.359199	12.405464	314.514585	4.732305
315.404867	12.405464	314.580087	4.732305
315.443474	12.405464	314.621994	4.720633
315.506580	12.397778	314.660377	4.720633
315.548493	12.397778	314.701377	4.720633
315.587044	12.397778	314.741861	4.714795
315.633374	12.424978	314.816242	4.714795
315.674074	12.424978	314.853796	4.714795
315.713189	12.424978	314.896234	4.712713
315.762148	12.424219	314.935882	4.712713
315.799519	12.424219	314.973938	4.712713
315.870178	12.413638	315.017387	4.710054
315.910384	12.413638	315.060436	4.710054
315.957232	12.413638	315.098341	4.710054
315.994551	12.413638	315.163609	4.695100
316.036228	12.397687	315.203555	4.695100
316.099236	12.397687	315.240498	4.695100
316.140197	12.415331	315.282743	4.693931
316.181760	12.415331	315.328739	4.693931
316.221952	12.415331	315.368082	4.693931
316.259416	12.415331	315.430675	4.699224
316.301823	12.414630	315.471681	4.699224
316.342834	12.414630	315.510527	4.699224
316.380212	12.414630	315.554225	4.646628
316.423252	12.431819	315.592291	4.646628
316.464670	12.431819	315.660994	4.646628
316.503869	12.431819	315.702207	3.714131
316.551040	12.432733	315.743167	3.714131
316.590236	12.432733	315.780166	3.714131
316.632913	12.432733	315.822423	3.720858
316.672208	12.409280	315.862701	3.720858
316.714899	12.409280	315.900959	3.720858
316.754815	12.409280	315.945827	3.718447
316.823704	12.445945	315.984836	3.718447
316.866512	12.445945	316.051425	3.718447
316.902708	12.445945	316.093085	3.709649
316.949730	12.437264	316.136452	3.709649
316.990274	12.437264	316.178040	3.709649
317.054247	12.437264	316.226069	3.723789
317.096432	12.447646	316.267687	3.723789
317.135026	12.447646	316.305659	3.723789
317.178421	12.447646	316.347307	3.711586
317.220030	12.438210	316.386890	3.711586
317.269623	12.438210	316.425682	3.711586
317.306114	12.438210	316.463007	3.711586
317.348015	12.460016	316.508688	3.701900
317.391918	12.460016	316.547999	3.701900
317.430500	12.460016	316.588138	3.701900
317.473585	12.455941	316.634630	3.707426
317.519405	12.455941	316.676047	3.707426
317.557245	12.455941	316.718513	3.707426
317.600390	12.473897	316.760901	3.714355
317.641636	12.473897	316.800332	3.714355
317.709876	12.473897	316.865879	3.714355
317.756744	12.477751	316.906196	3.738865
317.793724	12.477751	316.950022	3.738865
317.832623	12.477751	316.994435	3.738865
317.879238	12.478440	317.040424	3.739165
317.918951	12.478440	317.081924	3.739165
317.977796	12.478440	317.121029	3.739165
318.022454	12.495489	317.161571	3.768245
318.062015	12.495489	317.202279	3.768245
318.104461	12.495489	317.240555	3.768245
318.146492	12.485039	317.278489	3.791737
318.210445	12.485039	317.320097	3.791737
318.254425	12.485039	317.356586	3.791737
318.295293	12.493194	317.395999	3.791737
318.339661	12.493194	317.444683	3.830928
318.379337	12.493194	317.490634	3.830928
318.446240	12.516142	317.528775	3.830928
318.487244	12.516142	317.570062	3.869446
318.524741	12.517526	317.607568	3.869446
318.568761	12.517526	317.644910	3.869446
318.608707	12.517526	317.689792	3.886909
318.644651	12.517526	317.729637	3.886909
318.688007	12.530905	317.802274	3.886909
318.726368	12.530905	317.845626	3.939202
318.788116	12.530905	317.883413	3.939202
318.829310	12.545990	317.925179	3.939202
318.869454	12.545990	317.966163	3.974925
318.907158	12.545990	318.036308	3.974925
318.948165	12.545302	318.076962	4.000643
318.988484	12.545302	318.120766	4.000643
319.026221	12.545302	318.163228	4.000643
319.065542	12.545302	318.201401	4.000643
319.108562	12.571960	318.273007	4.071902
319.150839	12.571960	318.309478	4.071902
319.188924	12.571960	318.351230	4.070927
319.232572	12.563760	318.390093	4.070927
319.274448	12.563760	318.427687	4.070927
319.315322	12.563760	318.463504	4.070927
319.356978	12.577271	318.507837	4.115999
319.395184	12.577271	318.550306	4.115999
319.437038	12.577271	318.588212	4.115999
319.476001	12.569161	318.661491	4.156363
319.517717	12.569161	318.699549	4.156363
319.557699	12.569161	318.740032	4.196497
319.597414	12.569161	318.780583	4.196497
319.636966	12.580940	318.820199	4.196497
319.674863	12.580940	318.858993	4.196497
319.712750	12.580940	318.905597	4.241768
319.753940	12.609167	318.944319	4.241768
319.794111	12.609167	319.008243	4.275756
319.834889	12.609167	319.049909	4.275756
319.873514	12.572408	319.091517	4.275756
319.914158	12.572408	319.134808	4.306575
319.955685	12.572408	319.180123	4.306575
319.994617	12.572408	319.220902	4.306575
320.058196	12.597942	319.261319	4.306575
320.097140	12.597942	319.301572	4.357973
320.141281	12.600182	319.341343	4.357973
320.179901	12.600182	319.381161	4.357973
320.221972	12.600182	319.422753	4.388845
320.262364	12.589144	319.461983	4.388845
320.324174	12.589144	319.499262	4.388845
320.360936	12.589144	319.537153	4.431262
320.401999	12.603144	319.577938	4.431262
320.444973	12.603144	319.618648	4.431262
320.482676	12.603144	319.655824	4.431262
320.522946	12.603144	319.698222	4.475047
320.566056	12.580930	319.738616	4.475047
320.606755	12.580930	319.805684	4.510835
320.645885	12.580930	319.849093	4.510835
320.690036	12.592196	319.887117	4.510835
320.732765	12.592196	319.926009	4.510835
320.770726	12.592196	319.968081	4.538286
320.812680	12.590128	320.040823	4.538286
320.854944	12.590128	320.080325	4.592231
320.892278	12.590128	320.121994	4.592231
320.931839	12.608149	320.159938	4.592231
320.973446	12.608149	320.196989	4.592231
321.011799	12.608149	320.240390	4.590557
321.051459	12.608149	320.284439	4.590557
321.092016	12.469889	320.324585	4.590557
321.132252	12.469889	320.402702	4.645123
321.170883	12.469889	320.446319	4.645123
321.213582	12.471874	320.488074	4.675571
321.255170	12.471874	320.531184	4.675571
321.293053	12.471874	320.599288	4.675571
321.334719	12.459485	320.641616	4.662021
321.375921	12.459485	320.680027	4.662021
321.414443	12.459485	320.717232	4.662021
321.455451	12.441567	320.758379	4.705423
321.496024	12.441567	320.798758	4.705423
321.539058	12.441567	320.835964	4.705423
321.574847	12.441567	320.873541	4.705423
321.655109	12.450928	320.921172	4.706706
321.695689	12.450928	320.959417	4.706706
321.742844	12.428295	321.026049	4.709262
321.785900	12.428295	321.063995	4.709262
321.822367	12.428295	321.105352	4.709262
321.865802	12.404977	321.146920	4.728567
321.906461	12.404977	321.188989	4.728567
321.965572	12.404977	321.229434	4.728567
322.010038	12.390207	321.267833	4.728567
322.050384	12.390207	321.307594	4.718824
322.091540	12.390207	321.349378	4.718824
322.130916	12.387983	321.386331	4.718824
322.178094	12.387983	321.436580	4.722878
322.214371	12.387983	321.473157	4.722878
322.259156	12.405694	321.535532	4.728308
322.299830	12.405694	321.581875	4.728308
322.373584	12.405694	321.622249	4.728308
322.417384	12.384762	321.697355	4.724644
322.455496	12.384762	321.738564	4.724644
322.498755	12.384762	321.776570	4.724644
322.537926	12.391932	321.822209	4.706974
322.587838	12.391932	321.860896	4.706974
322.623308	12.391932	321.928619	4.706974
322.665219	12.385792	321.971072	4.718545
322.709310	12.385792	322.010695	4.718545
322.746709	12.385792	322.051876	4.718545
322.812043	12.407378	322.091277	4.704810
322.855562	12.407378	322.148894	4.704810
322.892833	12.407378	322.186340	4.704810
322.935561	12.432633	322.227649	4.687462
322.976579	12.432633	322.268140	4.687462
323.015939	12.432633	322.305734	4.687462
323.057679	12.399138	322.349709	4.690041
323.099896	12.399138	322.391388	4.690041
323.137815	12.399138	322.429825	4.690041
323.176360	12.399138	322.492136	4.691002
323.217486	12.401138	322.532792	4.691002
323.259376	12.401138	322.570167	4.691002
323.296650	12.401138	322.611897	4.677837
323.342759	12.405008	322.656178	4.677837
323.383625	12.405008	322.694326	4.677837
323.419736	12.405008	322.760993	4.664820
323.460792	12.433098	322.802254	4.664820
323.502006	12.433098	322.839586	4.664820
