NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
660.060848	13.442069	0.000000	0.000000
660.100881	13.442069	0.000000	0.000000
660.141227	13.432476	0.000000	0.000000
660.183703	13.432476	0.000000	0.000000
660.221274	13.432476	0.000000	0.000000
660.281164	13.457791	0.000000	0.000000
660.323755	13.457791	0.000000	0.000000
660.360059	13.457791	0.000000	0.000000
660.407636	13.458578	0.000000	0.000000
660.448251	13.458578	0.000000	0.000000
660.517111	13.458982	0.000000	0.000000
660.560530	13.458982	0.000000	0.000000
660.598224	13.458982	0.000000	0.000000
660.641081	13.458982	0.000000	0.000000
660.687157	13.487993	0.000000	0.000000
660.750348	13.487993	0.000000	0.000000
660.793952	13.457931	0.000000	0.000000
660.834538	13.457931	0.000000	0.000000
660.879006	13.457931	0.000000	0.000000
660.921357	13.491372	0.000000	0.000000
660.970217	13.491372	0.000000	0.000000
661.007209	13.491372	0.000000	0.000000
661.051176	13.491372	0.000000	0.000000
661.095212	13.491588	0.000000	0.000000
661.156063	13.491588	0.000000	0.000000
661.199025	13.500908	0.000000	0.000000
661.238824	13.500908	0.000000	0.000000
661.282079	13.500908	0.000000	0.000000
661.322427	13.508282	0.000000	0.000000
661.368648	13.508282	0.000000	0.000000
661.404717	13.508282	0.000000	0.000000
661.446559	13.508282	0.000000	0.000000
661.490051	13.505337	0.000000	0.000000
661.560090	13.505337	0.000000	0.000000
661.606497	13.505707	0.000000	0.000000
661.644670	13.505707	0.000000	0.000000
661.688211	13.505707	0.000000	0.000000
661.730002	13.502519	0.000000	0.000000
661.778689	13.502519	0.000000	0.000000
661.816051	13.502519	0.000000	0.000000
661.854455	13.519400	0.000000	0.000000
661.898170	13.519400	0.000000	0.000000
661.938343	13.519400	0.000000	0.000000
662.002580	13.523164	0.000000	0.000000
662.042974	13.523164	0.000000	0.000000
662.080082	13.523164	0.000000	0.000000
662.122758	13.506823	0.000000	0.000000
662.165040	13.506823	0.000000	0.000000
662.202764	13.506823	0.000000	0.000000
662.240402	13.506823	0.000000	0.000000
662.286737	13.523575	0.000000	0.000000
662.330710	13.523575	0.000000	0.000000
662.367635	13.523575	0.000000	0.000000
662.417487	13.510035	0.000000	0.000000
662.455720	13.510035	0.000000	0.000000
662.494965	13.510035	0.000000	0.000000
662.542722	13.536657	0.000000	0.000000
662.583333	13.536657	0.000000	0.000000
662.655726	13.527672	0.000000	0.000000
662.694883	13.527672	0.000000	0.000000
662.733682	13.527672	0.000000	0.000000
662.772072	13.527672	0.000000	0.000000
662.814723	13.532460	0.000000	0.000000
662.857046	13.532460	0.000000	0.000000
662.893384	13.532460	0.000000	0.000000
662.942823	13.524503	0.000000	0.000000
662.984202	13.524503	0.000000	0.000000
663.043810	13.524503	0.000000	0.000000
663.089176	13.544385	0.000000	0.000000
663.127996	13.544385	0.000000	0.000000
663.171500	13.544385	0.000000	0.000000
663.213247	13.547333	0.000000	0.000000
663.278469	13.547333	0.000000	0.000000
663.323413	13.529816	0.000000	0.000000
663.363299	13.529816	0.000000	0.000000
663.407058	13.529816	0.000000	0.000000
663.446952	13.529816	0.000000	0.000000
663.496445	13.542737	0.000000	0.000000
663.535698	13.542737	0.000000	0.000000
663.576639	13.542737	0.000000	0.000000
663.618342	13.533209	0.000000	0.000000
663.683012	13.533209	0.000000	0.000000
663.727047	13.536255	0.000000	0.000000
663.768524	13.536255	0.000000	0.000000
663.810477	13.536255	0.000000	0.000000
663.846439	13.536255	0.000000	0.000000
663.895897	13.566572	0.000000	0.000000
663.933584	13.566572	0.000000	0.000000
663.974501	13.566572	0.000000	0.000000
664.016675	13.539113	0.000000	0.000000
664.076122	13.539113	0.000000	0.000000
664.120341	13.535130	0.000000	0.000000
664.161161	13.535130	0.000000	0.000000
664.203543	13.535130	0.000000	0.000000
664.241127	13.535130	0.000000	0.000000
664.291448	13.539930	0.000000	0.000000
664.329562	13.539930	0.000000	0.000000
664.369070	13.539930	0.000000	0.000000
664.415956	13.540694	0.000000	0.000000
664.456072	13.540694	0.000000	0.000000
664.493694	13.540694	0.000000	0.000000
664.550189	13.557284	0.000000	0.000000
664.588214	13.557284	0.000000	0.000000
664.630450	13.557284	0.000000	0.000000
664.673696	13.423480	0.000000	0.000000
664.734829	13.423480	0.000000	0.000000
664.777971	13.405049	0.000000	0.000000
664.819327	13.405049	0.000000	0.000000
664.863210	13.405049	0.000000	0.000000
664.903311	13.405049	0.000000	0.000000
664.971617	13.404469	0.000000	0.000000
665.009459	13.404469	0.000000	0.000000
665.048272	13.404469	0.000000	0.000000
665.091424	13.419643	0.000000	0.000000
665.132904	13.419643	0.000000	0.000000
665.173981	13.419643	0.000000	0.000000
665.216518	13.415230	0.000000	0.000000
665.254482	13.415230	0.000000	0.000000
665.292356	13.415230	0.000000	0.000000
665.366419	13.404644	0.000000	0.000000
665.405545	13.404644	0.000000	0.000000
665.445251	13.404644	0.000000	0.000000
665.491031	13.415676	0.000000	0.000000
665.530797	13.415676	0.000000	0.000000
665.572854	13.415676	0.000000	0.000000
665.617383	13.377117	0.000000	0.000000
665.658726	13.377117	0.000000	0.000000
665.699822	13.377117	0.000000	0.000000
665.741564	13.421263	0.000000	0.000000
665.788193	13.421263	0.000000	0.000000
665.827120	13.421263	0.000000	0.000000
665.893181	13.396017	0.000000	0.000000
665.935674	13.396017	0.000000	0.000000
665.973667	13.396017	0.000000	0.000000
666.019995	13.368124	0.000000	0.000000
666.060002	13.368124	0.000000	0.000000
666.128115	13.364237	0.000000	0.000000
666.170016	13.364237	0.000000	0.000000
666.206707	13.364237	0.000000	0.000000
666.243991	13.364237	0.000000	0.000000
666.289281	13.365043	0.000000	0.000000
666.327579	13.365043	0.000000	0.000000
666.368155	13.365043	0.000000	0.000000
666.413733	13.365665	0.000000	0.000000
666.456413	13.365665	0.000000	0.000000
666.497847	13.365665	0.000000	0.000000
666.539406	13.363493	0.000000	0.000000
666.583416	13.363493	0.000000	0.000000
666.643386	13.352701	0.000000	0.000000
666.685633	13.352701	0.000000	0.000000
666.725411	13.352701	0.000000	0.000000
666.762124	13.352701	0.000000	0.000000
666.805722	13.338399	0.000000	0.000000
666.846629	13.338399	0.000000	0.000000
666.884996	13.338399	0.000000	0.000000
666.928260	13.318212	0.000000	0.000000
666.966151	13.318212	0.000000	0.000000
667.004148	13.318212	0.000000	0.000000
667.049248	13.372185	0.000000	0.000000
667.089237	13.372185	0.000000	0.000000
667.130387	13.372185	0.000000	0.000000
667.167286	13.372185	0.000000	0.000000
667.218267	13.343412	0.000000	0.000000
667.254724	13.343412	0.000000	0.000000
667.290792	13.343412	0.000000	0.000000
667.336930	13.335509	0.000000	0.000000
667.381602	13.335509	0.000000	0.000000
667.418046	13.335509	0.000000	0.000000
667.486995	13.352200	0.000000	0.000000
667.525831	13.352200	0.000000	0.000000
667.565280	13.352200	0.000000	0.000000
667.611630	13.357445	0.000000	0.000000
667.649509	13.357445	0.000000	0.000000
667.693451	13.357445	0.000000	0.000000
667.735343	13.358161	0.000000	0.000000
667.798988	13.358161	0.000000	0.000000
667.837648	13.351969	0.000000	0.000000
667.884118	13.351969	0.000000	0.000000
667.923869	13.351969	0.000000	0.000000
667.965098	13.351969	0.000000	0.000000
668.005904	13.343711	0.000000	0.000000
668.081722	13.343711	0.000000	0.000000
668.128731	13.341686	0.000000	0.000000
668.171047	13.341686	0.000000	0.000000
668.213507	13.341686	0.000000	0.000000
668.253883	13.356097	0.000000	0.000000
668.300503	13.356097	0.000000	0.000000
668.337070	13.356097	0.000000	0.000000
668.379351	13.374822	0.000000	0.000000
668.420082	13.374822	0.000000	0.000000
668.488227	13.374822	0.000000	0.000000
668.533474	13.351401	0.000000	0.000000
668.572085	13.351401	0.000000	0.000000
668.614604	13.351401	0.000000	0.000000
668.653342	13.345891	0.000000	0.000000
668.703424	13.345891	0.000000	0.000000
668.738676	13.345891	0.000000	0.000000
668.777056	13.345891	0.000000	0.000000
668.821995	13.350556	0.000000	0.000000
668.860786	13.350556	0.000000	0.000000
668.933498	13.380017	0.000000	0.000000
668.971523	13.380017	0.000000	0.000000
669.013340	13.380017	0.000000	0.000000
669.054202	13.360060	0.000000	0.000000
669.093386	13.360060	0.000000	0.000000
669.133329	13.360060	0.000000	0.000000
669.170394	13.360060	0.000000	0.000000
669.218742	13.334709	0.000000	0.000000
669.254891	13.334709	0.000000	0.000000
669.293683	13.334709	0.000000	0.000000
669.370038	13.360255	0.000000	0.000000
669.409455	13.360255	0.000000	0.000000
669.457272	13.368551	0.000000	0.000000
669.495224	13.368551	0.000000	0.000000
669.540158	13.368551	0.000000	0.000000
669.577376	13.368551	0.000000	0.000000
669.627644	13.377100	0.000000	0.000000
669.666538	13.377100	0.000000	0.000000
669.704060	13.377100	0.000000	0.000000
669.750701	13.379080	0.000000	0.000000
669.788755	13.379080	0.000000	0.000000
669.827977	13.379080	0.000000	0.000000
669.872059	13.366166	0.000000	0.000000
669.911213	13.366166	0.000000	0.000000
669.976415	13.366166	0.000000	0.000000
670.017396	13.352210	0.000000	0.000000
670.059141	13.352210	0.000000	0.000000
670.095775	13.352210	0.000000	0.000000
670.144119	13.392489	0.000000	0.000000
670.184506	13.392489	0.000000	0.000000
670.245929	13.392914	0.000000	0.000000
670.291141	13.392914	0.000000	0.000000
670.329350	13.392914	0.000000	0.000000
670.372521	13.392914	0.000000	0.000000
670.414711	13.380733	0.000000	0.000000
670.478494	13.380733	0.000000	0.000000
670.520484	13.387227	0.000000	0.000000
670.564029	13.387227	0.000000	0.000000
670.606380	13.387227	0.000000	0.000000
670.650685	13.383174	0.000000	0.000000
670.690125	13.383174	0.000000	0.000000
670.733741	13.383174	0.000000	0.000000
670.771367	13.383174	0.000000	0.000000
670.825920	13.385153	0.000000	0.000000
670.863810	13.385153	0.000000	0.000000
670.903646	13.385153	0.000000	0.000000
670.948911	13.427567	0.000000	0.000000
670.990623	13.427567	0.000000	0.000000
671.029922	13.427567	0.000000	0.000000
671.099755	13.403037	0.000000	0.000000
671.136833	13.403037	0.000000	0.000000
671.175721	13.403037	0.000000	0.000000
671.220923	13.379605	0.000000	0.000000
671.258939	13.379605	0.000000	0.000000
671.298697	13.379605	0.000000	0.000000
671.343508	13.412906	0.000000	0.000000
671.384378	13.412906	0.000000	0.000000
671.422776	13.412906	0.000000	0.000000
671.467368	13.411310	0.000000	0.000000
671.507815	13.411310	0.000000	0.000000
671.547364	13.411310	0.000000	0.000000
671.589398	13.420103	0.000000	0.000000
671.631175	13.420103	0.000000	0.000000
671.669472	13.420103	0.000000	0.000000
671.709887	13.422194	0.000000	0.000000
671.750286	13.422194	0.000000	0.000000
671.789312	13.422194	0.000000	0.000000
671.826046	13.422194	0.000000	0.000000
671.871284	13.421324	0.000000	0.000000
671.912773	13.421324	0.000000	0.000000
671.951805	13.421324	0.000000	0.000000
671.992169	13.400518	0.000000	0.000000
672.031694	13.400518	0.000000	0.000000
672.084184	13.400518	0.000000	0.000000
672.126024	13.432667	0.000000	0.000000
672.167770	13.432667	0.000000	0.000000
672.207661	13.432667	0.000000	0.000000
672.245137	13.444151	0.000000	0.000000
672.321545	13.444151	0.000000	0.000000
672.360507	13.444151	0.000000	0.000000
672.404691	13.434304	0.000000	0.000000
672.448080	13.434304	0.000000	0.000000
672.484847	13.434304	0.000000	0.000000
672.529979	13.456008	0.000000	0.000000
672.571602	13.456008	0.000000	0.000000
672.636472	13.451947	0.000000	0.000000
672.679672	13.451947	0.000000	0.000000
672.718216	13.451947	0.000000	0.000000
672.760992	13.451947	0.000000	0.000000
672.801604	13.462048	0.000000	0.000000
672.840320	13.462048	0.000000	0.000000
672.904987	13.462048	0.000000	0.000000
672.952677	13.491290	0.000000	0.000000
672.990396	13.491290	0.000000	0.000000
673.031248	13.491290	0.000000	0.000000
673.076942	13.492145	0.000000	0.000000
673.116686	13.492145	0.000000	0.000000
673.187934	13.471731	0.000000	0.000000
673.231320	13.471731	0.000000	0.000000
673.268332	13.471731	0.000000	0.000000
673.309990	13.490104	0.000000	0.000000
673.356902	13.490104	0.000000	0.000000
673.395423	13.490104	0.000000	0.000000
673.434908	13.490104	0.000000	0.000000
673.479434	13.506037	0.000000	0.000000
673.521832	13.506037	0.000000	0.000000
673.560061	13.506037	0.000000	0.000000
673.601497	13.490791	0.000000	0.000000
673.643357	13.490791	0.000000	0.000000
673.680624	13.490791	0.000000	0.000000
673.722130	13.500565	0.000000	0.000000
673.763978	13.500565	0.000000	0.000000
673.801791	13.500565	0.000000	0.000000
673.841662	13.526554	0.000000	0.000000
673.882507	13.526554	0.000000	0.000000
673.925849	13.526554	0.000000	0.000000
673.963143	13.526554	0.000000	0.000000
674.010451	13.519029	0.000000	0.000000
674.048221	13.519029	0.000000	0.000000
674.111596	13.534334	0.000000	0.000000
674.154936	13.534334	0.000000	0.000000
674.192034	13.534334	0.000000	0.000000
674.230970	13.534334	0.000000	0.000000
674.275111	13.519679	0.000000	0.000000
674.313272	13.519679	0.000000	0.000000
674.350957	13.519679	0.000000	0.000000
674.393350	13.502253	0.000000	0.000000
674.431234	13.502253	0.000000	0.000000
674.468998	13.502253	0.000000	0.000000
674.509305	13.535846	0.000000	0.000000
674.550345	13.535846	0.000000	0.000000
674.591799	13.535846	0.000000	0.000000
674.632720	13.535846	0.000000	0.000000
674.672298	13.521065	0.000000	0.000000
674.715034	13.521065	0.000000	0.000000
674.754096	13.521065	0.000000	0.000000
674.818690	13.544790	0.000000	0.000000
674.862732	13.544790	0.000000	0.000000
674.899550	13.544790	0.000000	0.000000
674.945376	13.550002	0.000000	0.000000
674.985213	13.550002	0.000000	0.000000
675.052185	13.526331	0.000000	0.000000
675.095478	13.526331	0.000000	0.000000
675.131957	13.526331	0.000000	0.000000
675.173564	13.526331	0.000000	0.000000
675.217414	13.529134	0.000000	0.000000
675.282459	13.529134	0.000000	0.000000
675.330118	13.555646	0.000000	0.000000
675.367834	13.555646	0.000000	0.000000
675.412051	13.555646	0.000000	0.000000
675.451624	13.565335	0.000000	0.000000
675.502888	13.565335	0.000000	0.000000
675.540526	13.565335	0.000000	0.000000
675.580531	13.553875	0.000000	0.000000
675.624887	13.553875	0.000000	0.000000
675.665824	13.553875	0.000000	0.000000
675.738954	13.558794	0.000000	0.000000
675.781184	13.558794	0.000000	0.000000
675.820162	13.558794	0.000000	0.000000
675.865325	13.562315	0.000000	0.000000
675.903854	13.562315	0.000000	0.000000
675.946408	13.562315	0.000000	0.000000
675.985384	13.564155	0.000000	0.000000
676.030400	13.564155	0.000000	0.000000
676.070632	13.564155	0.000000	0.000000
676.145475	13.570998	0.000000	0.000000
676.187396	13.570998	0.000000	0.000000
676.224032	13.570998	0.000000	0.000000
676.269064	13.552531	0.000000	0.000000
676.310834	13.552531	0.000000	0.000000
676.346774	13.552531	0.000000	0.000000
676.388943	13.543966	0.000000	0.000000
676.430639	13.543966	0.000000	0.000000
676.471547	13.543966	0.000000	0.000000
676.509703	13.558093	0.000000	0.000000
676.555690	13.558093	0.000000	0.000000
676.594415	13.558093	0.000000	0.000000
676.662623	13.580034	0.000000	0.000000
676.704827	13.580034	0.000000	0.000000
676.741618	13.580034	0.000000	0.000000
676.785564	13.564676	0.000000	0.000000
676.828366	13.564676	0.000000	0.000000
676.894776	13.564676	0.000000	0.000000
676.941366	13.556921	0.000000	0.000000
676.979503	13.556921	0.000000	0.000000
677.015316	13.556921	0.000000	0.000000
677.061115	13.547017	0.000000	0.000000
677.101511	13.547017	0.000000	0.000000
677.161542	13.547017	0.000000	0.000000
677.205441	13.561556	0.000000	0.000000
677.243682	13.561556	0.000000	0.000000
677.285485	13.561556	0.000000	0.000000
677.329088	13.591928	0.000000	0.000000
677.394427	13.591928	0.000000	0.000000
677.437223	13.571791	0.000000	0.000000
677.476154	13.571791	0.000000	0.000000
677.519521	13.571791	0.000000	0.000000
677.557744	13.571791	0.000000	0.000000
677.631819	13.547539	0.000000	0.000000
677.672167	13.547539	0.000000	0.000000
677.709774	13.455967	0.000000	0.000000
677.755678	13.455967	0.000000	0.000000
677.793955	13.455967	0.000000	0.000000
677.870270	13.461747	0.000000	0.000000
677.912517	13.461747	0.000000	0.000000
677.950339	13.461747	0.000000	0.000000
677.997392	13.440103	0.000000	0.000000
678.037210	13.440103	0.000000	0.000000
678.105922	13.441499	0.000000	0.000000
678.150581	13.441499	0.000000	0.000000
678.191670	13.441499	0.000000	0.000000
678.234128	13.441499	0.000000	0.000000
678.275335	13.411658	0.000000	0.000000
678.339250	13.411658	0.000000	0.000000
678.378361	13.411658	0.000000	0.000000
678.417331	13.409262	0.000000	0.000000
678.456867	13.409262	0.000000	0.000000
678.498228	13.409262	0.000000	0.000000
678.540011	13.421280	0.000000	0.000000
678.583962	13.421280	0.000000	0.000000
678.623692	13.421280	0.000000	0.000000
678.700296	13.441711	0.000000	0.000000
678.740987	13.441711	0.000000	0.000000
678.782987	13.406519	0.000000	0.000000
678.825310	13.406519	0.000000	0.000000
678.863941	13.406519	0.000000	0.000000
678.936095	13.398129	0.000000	0.000000
678.979181	13.398129	0.000000	0.000000
679.015799	13.398129	0.000000	0.000000
679.061337	13.397005	0.000000	0.000000
679.103244	13.397005	0.000000	0.000000
679.171896	13.365662	0.000000	0.000000
679.214633	13.365662	0.000000	0.000000
679.250483	13.365662	0.000000	0.000000
679.292872	13.365662	0.000000	0.000000
679.336934	13.395266	0.000000	0.000000
679.404252	13.395266	0.000000	0.000000
679.448147	13.364305	0.000000	0.000000
679.487251	13.364305	0.000000	0.000000
679.530282	13.364305	0.000000	0.000000
679.570131	13.361229	0.000000	0.000000
679.618395	13.361229	0.000000	0.000000
679.656986	13.361229	0.000000	0.000000
679.698115	13.361229	0.000000	0.000000
679.741458	13.376233	0.000000	0.000000
679.810971	13.376233	0.000000	0.000000
679.854459	13.369465	0.000000	0.000000
679.894450	13.369465	0.000000	0.000000
679.935125	13.369465	0.000000	0.000000
679.974818	13.373791	0.000000	0.000000
680.023022	13.373791	0.000000	0.000000
680.059695	13.373791	0.000000	0.000000
680.102463	13.373791	0.000000	0.000000
680.145883	13.366191	0.000000	0.000000
680.221399	13.366191	0.000000	0.000000
680.267459	13.355030	0.000000	0.000000
680.305815	13.355030	0.000000	0.000000
680.343078	13.355030	0.000000	0.000000
680.392113	13.348078	0.000000	0.000000
680.432551	13.348078	0.000000	0.000000
680.502142	13.348078	0.000000	0.000000
680.546736	13.381243	0.000000	0.000000
680.584602	13.381243	0.000000	0.000000
680.622739	13.381243	0.000000	0.000000
680.666282	13.373083	0.000000	0.000000
680.705748	13.373083	0.000000	0.000000
680.747139	13.373083	0.000000	0.000000
680.789141	13.350274	0.000000	0.000000
680.831964	13.350274	0.000000	0.000000
680.869830	13.350274	0.000000	0.000000
680.910254	13.372043	0.000000	0.000000
680.954636	13.372043	0.000000	0.000000
680.993063	13.372043	0.000000	0.000000
681.031877	13.372043	0.000000	0.000000
681.073390	13.373553	0.000000	0.000000
681.115633	13.373553	0.000000	0.000000
681.154636	13.373553	0.000000	0.000000
681.198577	13.374433	0.000000	0.000000
681.238818	13.374433	0.000000	0.000000
681.298755	13.374433	0.000000	0.000000
681.343266	13.391393	0.000000	0.000000
681.386870	13.391393	0.000000	0.000000
681.424693	13.391393	0.000000	0.000000
681.475782	13.360764	0.000000	0.000000
681.513220	13.360764	0.000000	0.000000
681.553834	13.360764	0.000000	0.000000
681.615914	13.364522	0.000000	0.000000
681.656349	13.364522	0.000000	0.000000
681.694497	13.364522	0.000000	0.000000
681.741110	13.383640	0.000000	0.000000
681.813098	13.383640	0.000000	0.000000
681.854269	13.380952	0.000000	0.000000
681.897051	13.380952	0.000000	0.000000
681.934140	13.380952	0.000000	0.000000
681.978192	13.381545	0.000000	0.000000
682.019197	13.381545	0.000000	0.000000
682.056764	13.381545	0.000000	0.000000
682.096075	13.381545	0.000000	0.000000
682.141569	13.392447	0.000000	0.000000
682.182358	13.392447	0.000000	0.000000
682.220728	13.392447	0.000000	0.000000
682.269347	13.390469	0.000000	0.000000
682.310128	13.390469	0.000000	0.000000
682.353027	13.390469	0.000000	0.000000
682.395780	13.364956	0.000000	0.000000
682.454512	13.364956	0.000000	0.000000
682.494612	13.364956	0.000000	0.000000
682.534841	13.408464	0.000000	0.000000
682.578777	13.408464	0.000000	0.000000
682.618004	13.408464	0.000000	0.000000
682.691407	13.403840	0.000000	0.000000
682.732959	13.403840	0.000000	0.000000
682.773331	13.370459	0.000000	0.000000
682.815749	13.370459	0.000000	0.000000
682.858646	13.370459	0.000000	0.000000
682.897599	13.370459	0.000000	0.000000
682.945550	13.391679	0.000000	0.000000
682.983606	13.391679	0.000000	0.000000
683.054125	13.397210	0.000000	0.000000
683.092826	13.397210	0.000000	0.000000
683.132998	13.397210	0.000000	0.000000
683.175261	13.407608	0.000000	0.000000
683.213542	13.407608	0.000000	0.000000
683.256329	13.407608	0.000000	0.000000
683.294193	13.407608	0.000000	0.000000
683.343050	13.417447	0.000000	0.000000
683.395973	13.417447	0.000000	0.000000
683.435641	13.417447	0.000000	0.000000
683.475500	13.399978	0.000000	0.000000
683.516564	13.399978	0.000000	0.000000
683.554916	13.399978	0.000000	0.000000
683.596743	13.404356	0.000000	0.000000
683.637875	13.404356	0.000000	0.000000
683.677367	13.404356	0.000000	0.000000
683.718419	13.425155	0.000000	0.000000
683.759709	13.425155	0.000000	0.000000
683.800235	13.425155	0.000000	0.000000
683.841277	13.414714	0.000000	0.000000
683.885068	13.414714	0.000000	0.000000
683.921437	13.414714	0.000000	0.000000
683.961261	13.414714	0.000000	0.000000
684.037234	13.411482	0.000000	0.000000
684.076687	13.411482	0.000000	0.000000
684.121013	13.422258	0.000000	0.000000
684.159618	13.422258	0.000000	0.000000
684.201582	13.422258	0.000000	0.000000
684.240903	13.425047	0.000000	0.000000
684.293850	13.425047	0.000000	0.000000
684.331489	13.425047	0.000000	0.000000
684.376499	13.418630	0.000000	0.000000
684.414745	13.418630	0.000000	0.000000
684.471163	13.418630	0.000000	0.000000
684.509175	13.451650	0.000000	0.000000
684.559340	13.451650	0.000000	0.000000
684.597626	13.451650	0.000000	0.000000
684.642296	13.423444	0.000000	0.000000
684.681960	13.423444	0.000000	0.000000
684.729811	13.423444	0.000000	0.000000
684.768413	13.437262	0.000000	0.000000
684.809434	13.437262	0.000000	0.000000
684.879916	13.437262	0.000000	0.000000
684.921239	13.446859	0.000000	0.000000
684.962775	13.446859	0.000000	0.000000
685.003458	13.446859	0.000000	0.000000
685.044582	13.456613	0.000000	0.000000
685.086258	13.456613	0.000000	0.000000
685.125906	13.456613	0.000000	0.000000
685.165994	13.435714	0.000000	0.000000
685.209170	13.435714	0.000000	0.000000
685.249607	13.435714	0.000000	0.000000
685.287739	13.435714	0.000000	0.000000
685.336246	13.450195	0.000000	0.000000
685.374772	13.450195	0.000000	0.000000
685.419803	13.450195	0.000000	0.000000
685.460451	13.449793	0.000000	0.000000
685.507841	13.449793	0.000000	0.000000
685.544575	13.449793	0.000000	0.000000
685.585590	13.458298	0.000000	0.000000
685.652851	13.458298	0.000000	0.000000
685.693564	13.458298	0.000000	0.000000
685.739831	13.497625	0.000000	0.000000
685.782752	13.497625	0.000000	0.000000
685.821111	13.497625	0.000000	0.000000
685.864608	13.495901	0.000000	0.000000
685.906351	13.495901	0.000000	0.000000
685.943315	13.495901	0.000000	0.000000
685.990279	13.465468	0.000000	0.000000
686.027947	13.465468	0.000000	0.000000
686.071302	13.465468	0.000000	0.000000
686.110474	13.488836	0.000000	0.000000
686.156692	13.488836	0.000000	0.000000
686.194270	13.488836	0.000000	0.000000
686.263238	13.502582	0.000000	0.000000
686.305420	13.502582	0.000000	0.000000
686.340811	13.502582	0.000000	0.000000
686.384644	13.525052	0.000000	0.000000
686.424394	13.525052	0.000000	0.000000
686.494695	13.525052	0.000000	0.000000
686.540641	13.531026	0.000000	0.000000
686.577903	13.531026	0.000000	0.000000
686.615940	13.531026	0.000000	0.000000
686.661778	13.511620	0.000000	0.000000
686.701890	13.511620	0.000000	0.000000
686.779310	13.503881	0.000000	0.000000
686.819955	13.503881	0.000000	0.000000
686.858327	13.503881	0.000000	0.000000
686.895926	13.503881	0.000000	0.000000
686.941712	13.556516	0.000000	0.000000
686.981501	13.556516	0.000000	0.000000
687.023575	13.556516	0.000000	0.000000
687.070816	13.553579	0.000000	0.000000
687.109488	13.553579	0.000000	0.000000
687.150740	13.553579	0.000000	0.000000
687.192120	13.525685	0.000000	0.000000
687.230976	13.525685	0.000000	0.000000
687.270834	13.525685	0.000000	0.000000
687.311372	13.539388	0.000000	0.000000
687.353448	13.539388	0.000000	0.000000
687.394049	13.539388	0.000000	0.000000
687.433726	13.539388	0.000000	0.000000
687.481434	13.544495	0.000000	0.000000
687.520824	13.544495	0.000000	0.000000
687.560612	13.544495	0.000000	0.000000
687.606532	13.549874	0.000000	0.000000
687.645904	13.549874	0.000000	0.000000
687.688730	13.549874	0.000000	0.000000
687.730074	13.561446	0.000000	0.000000
687.793902	13.561446	0.000000	0.000000
687.838379	13.561173	0.000000	0.000000
687.879776	13.561173	0.000000	0.000000
687.920359	13.561173	0.000000	0.000000
687.962499	13.561173	0.000000	0.000000
688.009789	13.547717	0.000000	0.000000
688.072803	13.547717	0.000000	0.000000
688.115879	13.563424	0.000000	0.000000
688.161350	13.563424	0.000000	0.000000
688.198454	13.563424	0.000000	0.000000
688.237586	13.569188	0.000000	0.000000
688.282462	13.569188	0.000000	0.000000
688.324973	13.569188	0.000000	0.000000
688.387817	13.563903	0.000000	0.000000
688.428583	13.563903	0.000000	0.000000
688.466027	13.563903	0.000000	0.000000
688.507272	13.563903	0.000000	0.000000
688.551281	13.566575	0.000000	0.000000
688.587983	13.566575	0.000000	0.000000
688.629685	13.566575	0.000000	0.000000
688.674167	13.568902	0.000000	0.000000
688.714426	13.568902	0.000000	0.000000
688.752610	13.568902	0.000000	0.000000
688.793703	13.558448	0.000000	0.000000
688.834345	13.558448	0.000000	0.000000
688.873471	13.558448	0.000000	0.000000
688.914615	13.594990	0.000000	0.000000
688.956312	13.594990	0.000000	0.000000
688.995100	13.594990	0.000000	0.000000
689.035911	13.578910	0.000000	0.000000
689.077570	13.578910	0.000000	0.000000
689.122055	13.578910	0.000000	0.000000
689.158033	13.578910	0.000000	0.000000
689.202818	13.558256	0.000000	0.000000
689.242302	13.558256	0.000000	0.000000
689.313026	13.584851	0.000000	0.000000
689.356861	13.584851	0.000000	0.000000
689.392359	13.584851	0.000000	0.000000
689.429860	13.584851	0.000000	0.000000
689.475388	13.586401	0.000000	0.000000
689.516299	13.586401	0.000000	0.000000
689.578786	13.599792	0.000000	0.000000
689.622105	13.599792	0.000000	0.000000
689.658188	13.599792	0.000000	0.000000
689.695719	13.599792	0.000000	0.000000
689.740845	13.585779	0.000000	0.000000
689.780663	13.585779	0.000000	0.000000
689.822238	13.585779	0.000000	0.000000
689.865975	13.580605	0.000000	0.000000
689.922193	13.580605	0.000000	0.000000
689.966015	13.577825	0.000000	0.000000
690.006015	13.577825	0.000000	0.000000
690.048434	13.577825	0.000000	0.000000
690.087946	13.577825	0.000000	0.000000
690.154207	13.595474	0.000000	0.000000
690.195508	13.595474	0.000000	0.000000
690.233383	13.595474	0.000000	0.000000
690.277559	13.604840	0.000000	0.000000
690.320496	13.604840	0.000000	0.000000
690.389911	13.571428	0.000000	0.000000
690.432044	13.571428	0.000000	0.000000
690.469435	13.571428	0.000000	0.000000
690.516561	13.597999	0.000000	0.000000
690.558732	13.597999	0.000000	0.000000
690.621688	13.597999	0.000000	0.000000
690.667435	13.578572	0.000000	0.000000
690.706786	13.578572	0.000000	0.000000
690.752424	13.578572	0.000000	0.000000
690.793130	13.587367	0.000000	0.000000
690.856403	13.587367	0.000000	0.000000
